stop_id;stop_name;stop_lat;stop_lon;wheelchair_accessible
2935;Dosso;45.881423;11.054627;2.0
2936;Sp.89 Maso Brentegam;45.880398;11.050848;2.0
2937;Via Fornaci Via Pineta;45.864929;11.006105;2.0
2938;Via Fornaci Via Pineta;45.864743;11.005587;2.0
2939;Funivia-Staz. di Valle-Trento;46.069594;11.115698;2.0
2940;Funivia-Staz. di Monte-Sardagna;46.065986;11.102699;2.0
2945;Mattarello Rozola;46.012721;11.13216;2.0
2946;Mattarello Rozola;46.01274;11.132017;2.0
2947;Mattarello Regole;46.010984;11.13167;2.0
2948;Mattarello Regole;46.011238;11.131717;2.0
2949;"Mattarello ""Parco""";46.008686;11.131522;2.0
2950;"Mattarello ""Parco""";46.007896;11.131472;1.0
2951;"Mattarello ""Torre Franca""";46.006528;11.131035;2.0
2952;"Mattarello ""Torre Franca""";46.005877;11.129908;2.0
2953;Mattarello Ex Stazione;46.007801;11.126954;2.0
2954;Mattarello Sud;46.002725;11.12631;1.0
2957;Piazza Centa;46.076198;11.123674;0.0
2960;Cadine Voltei;46.086415;11.068176;2.0
2961;Centa Brennero;46.075624;11.123987;1.0
2962;Via Brigata Mantova;45.868249;11.036135;0.0
2963;Via Brigata Mantova;45.868273;11.036219;0.0
2964;Via Cipressi;45.870152;11.032799;0.0
2965;Stadio Quercia;45.901153;11.036354;0.0
2966;Via Tonetti;45.90278;11.037626;0.0
2968;Pomarolo S.Antonio;45.93395;11.047924;2.0
2969;Pomarolo S.Antonio;45.933737;11.047952;2.0
2970;Vigo Meano Don Perugini;46.133146;11.133777;2.0
2971;"Melta ""Case Itea""";46.10231;11.118229;1.0
2973;Piazzale Divisioni Alpine;46.071095;11.109908;1.0
2979;Via Magazol Via Cimarosa;45.899853;11.039703;2.0
2981;Isera Scuole Elementari;45.882633;11.00833;2.0
2982;"Viale Del Lavoro ""Rovercenter""";45.863793;11.026965;2.0
2983;Via Pasqui;45.899327;11.037319;0.0
2984;Via Parteli;45.895739;11.038201;0.0
2986;Via Circonvallazione;45.883352;11.038638;0.0
2987;Stadio Quercia;45.90094;11.036197;0.0
2988;Marco Nord;45.849555;11.012767;2.0
2989;Marco Nord;45.849354;11.01256;2.0
2990;Parcheggio Via Lidorno;46.033521;11.125927;0.0
2991;Parcheggio Area Camper;46.03426;11.127221;0.0
2992;Via Del Garda Via Porte Rosse;45.872791;11.028362;2.0
2993;Via Del Garda Via Porte Rosse;45.872854;11.0282;2.0
2994;Clinica Solatrix;45.897743;11.04542;0.0
2996;Via Unione Via Zotti;45.886411;11.023182;2.0
2998;Via Campagnole;45.889321;11.037107;0.0
2999;Piazza Filzi Via Del Porto;45.884014;11.018082;2.0
3000;Isera Asilo;45.884211;11.008257;2.0
3001;Via Perosi;45.904188;11.044079;0.0
3002;Villa Lagarina Sc.Medie;45.91794;11.03165;2.0
3003;Strada Degli Artiglieri;45.869867;11.036383;0.0
3004;Castellano Don Zan. Park;45.926251;11.00718;2.0
3005;Stazione Fs;45.89171;11.034206;0.0
3006;Via Benacense Scuole Ex Edili;45.880003;11.035388;2.0
3007;Isera Asilo;45.884644;11.00779;2.0
3008;Via Setaioli;45.887242;11.041458;0.0
3009;Volano Casa di Riposo;45.920404;11.067034;2.0
3010;Nogaredo Via S.Biagio;45.911889;11.025795;2.0
3011;Viale Dei Colli Campolongo;45.887912;11.057153;2.0
3012;Viale Dei Colli Campolongo;45.887952;11.057521;2.0
3014;Lavis Via Nazionale;46.138664;11.108985;0.0
3016;Lavis Piazza Grazioli;46.139472;11.111335;0.0
3017;Lavis Via Dei Colli;46.14184;11.11238;0.0
3018;Lavis Via Cembra;46.144048;11.112649;0.0
3019;Lavis Bivio Fratte;46.146836;11.111036;0.0
3020;Lavis Bivio Fratte;46.146734;11.111007;0.0
3021;Lavis Strada Fonda;46.145627;11.105818;0.0
3022;Lavis Strada Fonda;46.145301;11.106307;0.0
3023;Lavis Via Rosmini;46.142197;11.108504;0.0
3024;"Lavis ""Municipio""";46.139305;11.112131;0.0
3027;"Lavis ""Stazione Fs""";46.147934;11.097347;0.0
3028;Lavis Via Filos;46.145584;11.09729;0.0
3029;Lavis Via Filos;46.145665;11.097523;0.0
3030;Lavis Via di Vittorio 78/84;46.136413;11.086541;0.0
3031;Lavis Via di Vittorio 64;46.133537;11.087634;0.0
3032;Lavis Via di Vittorio 26;46.134301;11.093436;0.0
3033;Lavis Via Fermi;46.136341;11.093358;0.0
3034;Lavis Via di Vittorio 6;46.134621;11.097322;0.0
3035;Lavis Via Zandonai;46.138874;11.101196;0.0
3036;Pressano Piazza;46.153557;11.106927;0.0
3037;"Pressano ""Oratorio""";46.152127;11.106138;0.0
3038;Pressano Via Cl. Augusta;46.157309;11.107777;0.0
3039;Pressano Via Cl. Augusta;46.157338;11.107839;0.0
3040;Pressano Via Sant'antonio;46.154093;11.109902;0.0
3041;Pressano Via Pilati;46.15003;11.104334;0.0
3043;Nave S.Felice Maso Rover;46.161439;11.109306;0.0
3044;Nave S.Felice Maso Rover;46.161333;11.109326;0.0
3045;Nave S.Felice Zona Stuadri;46.170412;11.118105;0.0
3046;Nave S.Felice Case Tenaia;46.162483;11.110392;0.0
3047;Sorni;46.172283;11.125893;0.0
3048;Sorni Bivio;46.174864;11.122294;0.0
3049;Sorni Bivio;46.174341;11.122074;0.0
3050;Sorni Bivio Via Toresela;46.174616;11.123075;0.0
3051;Sorni Via Dalmaso;46.174676;11.124554;0.0
3052;Sorni Via Dalmaso;46.174737;11.124493;0.0
3053;Sorni Bivio Maso Zatelli;46.175439;11.125608;0.0
3054;Sorni Bivio Maso Zatelli;46.175315;11.125547;0.0
3055;Sorni Ss.12;46.174042;11.12067;0.0
3056;Maso Zatelli;46.176495;11.125399;0.0
3057;Maso Zatelli;46.176515;11.125336;0.0
3058;Maso Del Narciso;46.177635;11.12747;0.0
3059;Maso Del Narciso;46.177651;11.127542;0.0
3060;Maso Rosabel;46.175362;11.131343;0.0
3061;Maso Rosabel;46.1754;11.131366;0.0
3062;Sp.131 Bivio Laste;46.172498;11.128994;0.0
3063;Maso Panizza di Sopra;46.168742;11.125581;0.0
3064;Maso Panizza di Sopra;46.168616;11.125299;0.0
3065;Maso Zancanar;46.165226;11.121665;0.0
3066;Maso Zancanar;46.164958;11.121624;0.0
3067;Maso Poli;46.16302;11.118873;0.0
3068;Maso Poli;46.163013;11.119002;0.0
3069;Maso Luchin;46.160608;11.116311;0.0
3070;Maso Luchin;46.160585;11.116362;0.0
3071;Maso Tratta;46.159249;11.115103;0.0
3072;Maso Spon;46.159065;11.119271;0.0
3073;Maso Clinga Via Clinga;46.153691;11.110336;0.0
3074;Maso Clinga;46.152243;11.11173;0.0
3077;Maso Clinga Via Furli;46.15055;11.108069;0.0
3078;Lavis Maso Furli;46.148786;11.109659;0.0
3079;Lavis Maso Furli;46.148825;11.109738;0.0
3080;Nave S.Felice;46.164561;11.112234;0.0
3081;Maso Tratta;46.158507;11.114959;0.0
3082;Nave S.Felice;46.164589;11.112097;0.0
3083;Pressano Piazza;46.153631;11.107061;0.0
3084;Nave S.Felice Stazione Ftm;46.166718;11.113208;0.0
3085;Nave S.Felice Case Tenaia;46.162105;11.110088;0.0
3086;Sp.131 Bivio Laste;46.1731;11.129881;0.0
3087;Sorni Bivio Via Toresela;46.174356;11.122754;0.0
3088;Pedersano S.Rocco;45.919576;11.019213;2.0
3089;Pedersano S.Rocco;45.919588;11.019124;2.0
3091;"Lavis Cantina ""La-Vis""";46.137002;11.109623;1.0
3092;"Cervara ""Scalinata""";46.072081;11.128289;2.0
3094;Lavis Cimitero;46.141564;11.105781;0.0
3095;Asiago S. Bartolameo;46.047682;11.137738;1.0
3096;Vela Centro;46.082085;11.102043;2.0
3097;"Fersina ""Campi Da Tennis""";46.044632;11.12169;2.0
3098;Molina Via Roma;45.856799;10.988958;2.0
3099;Molina Ss.240;45.853729;10.981578;2.0
3100;"Lavoro E Scienza ""Buc""";46.058772;11.115079;1.0
3104;"Sanseverino ""Funivia""";46.067711;11.115188;2.0
3105;"Montegrappa ""Funivia""";46.069134;11.115398;2.0
3106;"Papiria ""Italcementi""";46.069586;11.112191;2.0
3107;Mori Via Benedetti;45.852902;10.973215;1.0
3108;"Mori ""Cimitero""";45.850804;10.976969;2.0
3109;"Albere ""Muse""";46.06269;11.113605;1.0
3110;San Lazzaro Ponte Avisio;46.136804;11.116591;1.0
3111;Lamar Sponda Trentina;46.134686;11.111923;1.0
3112;Lavis Piazza Caduti;46.138012;11.114866;2.0
3113;"Lavis ""Municipio""";46.139535;11.11194;2.0
3114;Lavis Rosmini Segantini;46.142856;11.107967;2.0
3115;Lavis Cembra;46.143221;11.106588;1.0
3116;Lavis Cembra;46.142828;11.10509;1.0
3117;"Lavis ""Cimitero""";46.141545;11.105815;1.0
3118;Lavis Stazione Ftm;46.140178;11.106532;2.0
3126;"Villa Lagarina ""Poste""";45.914132;11.032987;2.0
